,titulo,provincia,localidad,distrito,tipovivienda,precio,metros,habitaciones,baños,planta,ascensor,exterior,equipada,amueblada,orientacion,anyoconstruccion,garaje,terraza,calefaccion,aireacondicionado,created_at,updated_at
4015,"Alquiler de Piso en calle de Alberto Bosch, 3",Madrid,Jerónimos Madrid,retiro,Piso,9855,214,3.0,5.0,3.0,1.0,1.0,1,1,,,1,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4016,Alquiler de Piso en calle de Granada,Madrid,Pacífico Madrid,retiro,Piso,1100,60,1.0,1.0,6.0,1.0,1.0,1,1,,,0,1,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4017,Alquiler de Piso en calle de Juan Esplandiú,Madrid,Estrella Madrid,retiro,Piso,1900,140,4.0,2.0,1.0,1.0,1.0,1,0,"este, oeste",1988.0,1,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4018,"Alquiler de Piso en plaza Mariano de Cavia, 1",Madrid,Jerónimos Madrid,retiro,Piso,2750,160,3.0,3.0,12.0,1.0,1.0,1,1,,,1,1,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4019,Alquiler de Ático en avenida del Mediterráneo,Madrid,Niño Jesús Madrid,retiro,Ático,1300,100,2.0,2.0,6.0,1.0,1.0,1,0,este,1980.0,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4020,"Alquiler de Estudio en calle de Juan de Mena, 13",Madrid,Jerónimos Madrid,retiro,Estudio,2300,43,,1.0,0.0,0.0,0.0,1,1,,2022.0,1,1,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4021,Alquiler de Piso en calle del Comercio,Madrid,Pacífico Madrid,retiro,Piso,1650,121,3.0,2.0,1.0,1.0,1.0,1,0,,1988.0,1,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4022,Alquiler de Piso en calle de Fernán González,Madrid,Ibiza Madrid,retiro,Piso,2200,130,4.0,2.0,5.0,1.0,0.0,1,1,,,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4023,"Alquiler de Piso en calle de Valderribas, 59",Madrid,Adelfas Madrid,retiro,Piso,1800,80,2.0,2.0,1.0,1.0,0.0,1,1,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4024,Alquiler de Piso en calle de Fernán González,Madrid,Ibiza Madrid,retiro,Piso,2160,130,2.0,2.0,2.0,1.0,1.0,1,1,,,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4025,Alquiler de Piso en calle de Juan de Mena,Madrid,Jerónimos Madrid,retiro,Piso,1350,73,2.0,1.0,0.0,1.0,0.0,1,1,oeste,1900.0,1,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4026,"Alquiler de Piso en paseo de la Reina Cristina, 8",Madrid,Pacífico Madrid,retiro,Piso,1300,70,2.0,2.0,2.0,1.0,1.0,1,0,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4027,"Alquiler de Piso en Cocheras, 4",Madrid,Pacífico Madrid,retiro,Piso,1400,85,2.0,2.0,1.0,1.0,1.0,1,0,sur,,1,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4028,Alquiler de Piso en calle de Menorca,Madrid,Ibiza Madrid,retiro,Piso,2700,92,2.0,2.0,2.0,1.0,0.0,1,1,,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4029,Alquiler de Piso en calle del Doce de Octubre,Madrid,Niño Jesús Madrid,retiro,Piso,1500,65,1.0,1.0,4.0,1.0,1.0,1,0,,1933.0,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4030,"Alquiler de Piso en calle del Doce de Octubre, 4",Madrid,Niño Jesús Madrid,retiro,Piso,1550,87,3.0,1.0,1.0,1.0,1.0,1,0,,,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4031,Alquiler de Piso en calle de Antonio Maura,Madrid,Jerónimos Madrid,retiro,Piso,7000,280,4.0,3.0,3.0,1.0,1.0,1,0,"sur, oeste",1887.0,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4032,Alquiler de Piso en avenida Menendez Pelayo,Madrid,Pacífico Madrid,retiro,Piso,2000,90,3.0,2.0,1.0,1.0,1.0,1,0,"sur, este",,0,1,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4033,Alquiler de Piso en Menendez Pelayo,Madrid,Pacífico Madrid,retiro,Piso,900,46,2.0,1.0,2.0,1.0,0.0,1,1,,,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4034,Alquiler de Piso en Jerónimos,Madrid,Retiro Madrid,retiro,Piso,3450,200,4.0,2.0,3.0,1.0,1.0,1,0,sur,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4035,Alquiler de Piso en calle de Ruiz de Alarcón,Madrid,Jerónimos Madrid,retiro,Piso,4900,212,3.0,3.0,3.0,1.0,1.0,1,0,"norte, oeste",,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4036,"Alquiler de Piso en avenida de Menéndez Pelayo, 40",Madrid,Pacífico Madrid,retiro,Piso,890,57,2.0,1.0,5.0,1.0,0.0,1,1,,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4037,Alquiler de Estudio en Jerónimos,Madrid,Retiro Madrid,retiro,Estudio,1300,47,,1.0,2.0,1.0,1.0,1,1,este,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4038,Alquiler de Piso en Pacífico,Madrid,Retiro Madrid,retiro,Piso,1500,145,2.0,2.0,0.0,1.0,1.0,1,0,,1978.0,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4039,Alquiler de Piso en calle de Gutenberg,Madrid,Pacífico Madrid,retiro,Piso,1900,45,1.0,1.0,2.0,0.0,,1,1,,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4040,Alquiler de Piso en Narvaez,Madrid,Ibiza Madrid,retiro,Piso,1480,42,1.0,1.0,1.0,1.0,1.0,1,1,norte,1945.0,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4041,Alquiler de Piso en calle del Doctor Castelo,Madrid,Ibiza Madrid,retiro,Piso,980,51,1.0,1.0,0.0,1.0,0.0,1,1,este,1926.0,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4042,Alquiler de Piso en calle de Juan de Mena,Madrid,Jerónimos Madrid,retiro,Piso,2500,110,2.0,2.0,,1.0,1.0,1,1,este,1905.0,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4043,Alquiler de Piso en calle de Granada,Madrid,Pacífico Madrid,retiro,Piso,1550,95,2.0,1.0,4.0,1.0,1.0,1,1,sur,2007.0,1,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4044,Alquiler de Piso en avenida de Menéndez Pelayo,Madrid,Niño Jesús Madrid,retiro,Piso,1600,68,1.0,1.0,1.0,1.0,1.0,1,1,oeste,,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4045,Alquiler de Piso en calle de Valderribas,Madrid,Adelfas Madrid,retiro,Piso,2800,75,2.0,1.0,4.0,1.0,,1,1,,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4046,Alquiler de Piso en calle del Doce de Octubre,Madrid,Niño Jesús Madrid,retiro,Piso,1200,60,2.0,1.0,1.0,1.0,1.0,1,1,norte,1931.0,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4047,"Alquiler de Piso en calle del Poeta Esteban Villegas, 10",Madrid,Jerónimos Madrid,retiro,Piso,2400,156,3.0,2.0,2.0,1.0,1.0,1,0,,1977.0,1,1,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4048,Alquiler de Ático en calle de Los Mesejo,Madrid,Adelfas Madrid,retiro,Ático,2100,116,4.0,2.0,4.0,1.0,1.0,0,0,este,2000.0,0,1,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4049,Alquiler de Piso en avenida de Menéndez Pelayo,Madrid,Niño Jesús Madrid,retiro,Piso,1850,72,2.0,2.0,1.0,1.0,1.0,1,0,sur,2023.0,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4050,Alquiler de Piso en calle de Máiquez,Madrid,Ibiza Madrid,retiro,Piso,3000,120,5.0,2.0,5.0,1.0,0.0,1,1,sur,,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4051,Alquiler de Ático en calle de Fernán González,Madrid,Ibiza Madrid,retiro,Ático,1650,63,2.0,1.0,7.0,1.0,1.0,1,0,este,1941.0,0,1,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4052,Alquiler de Piso en Jerónimos,Madrid,Retiro Madrid,retiro,Piso,12500,281,4.0,5.0,3.0,1.0,1.0,1,0,sur,2021.0,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4053,Alquiler de Piso en calle de Fernán González,Madrid,Ibiza Madrid,retiro,Piso,1600,84,2.0,1.0,7.0,1.0,1.0,1,0,"sur, este",,0,1,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4054,Alquiler de Estudio en calle menendez pelayo,Madrid,Ibiza Madrid,retiro,Estudio,850,30,,1.0,1.0,1.0,1.0,1,1,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4055,Alquiler de Piso en paseo de la Reina Cristina,Madrid,Jerónimos Madrid,retiro,Piso,1800,150,3.0,2.0,3.0,1.0,1.0,1,1,este,1980.0,1,1,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4056,Alquiler de Piso en calle del Doce de Octubre,Madrid,Ibiza Madrid,retiro,Piso,1400,56,1.0,1.0,2.0,1.0,1.0,1,1,,1931.0,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4057,Alquiler de Piso en Menendez Pelayo,Madrid,Pacífico Madrid,retiro,Piso,1900,85,3.0,2.0,4.0,1.0,0.0,1,1,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4058,Alquiler de Ático en plaza del Niño Jesús,Madrid,Niño Jesús Madrid,retiro,Ático,1500,90,1.0,1.0,7.0,1.0,1.0,1,1,,,0,1,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4059,Alquiler de Piso en avenida de Menéndez Pelayo,Madrid,Ibiza Madrid,retiro,Piso,1290,80,3.0,1.0,5.0,1.0,0.0,1,1,"norte, sur, este, oeste",1920.0,0,0,central,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4060,Alquiler de Piso en calle Narváez,Madrid,Ibiza Madrid,retiro,Piso,2399,144,3.0,2.0,5.0,1.0,1.0,1,0,,1945.0,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4061,Alquiler de Piso en avenida de Menéndez Pelayo,Madrid,Pacífico Madrid,retiro,Piso,1600,65,2.0,1.0,0.0,1.0,0.0,1,1,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4062,Alquiler de Piso en calle de Fernán González,Madrid,Ibiza Madrid,retiro,Piso,2200,130,2.0,2.0,1.0,1.0,1.0,1,1,este,,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4063,Alquiler de Piso en calle de Fernán González,Madrid,Ibiza Madrid,retiro,Piso,2160,130,2.0,2.0,5.0,1.0,1.0,1,1,este,,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4064,Alquiler de Piso en calle de Fernán González,Madrid,Ibiza Madrid,retiro,Piso,2200,130,4.0,2.0,5.0,1.0,0.0,1,1,sur,,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4065,Alquiler de Piso en calle de Fernán González,Madrid,Ibiza Madrid,retiro,Piso,2160,130,2.0,2.0,2.0,1.0,1.0,1,1,este,,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4066,Alquiler de Piso en calle de Téllez,Madrid,Pacífico Madrid,retiro,Piso,1090,47,1.0,1.0,6.0,1.0,1.0,1,0,,,1,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4067,Alquiler de Piso en calle de Fernán González,Madrid,Ibiza Madrid,retiro,Piso,2300,135,3.0,2.0,5.0,1.0,1.0,1,1,este,,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4068,Alquiler de Piso en calle de Fernán González,Madrid,Ibiza Madrid,retiro,Piso,2000,110,2.0,1.0,1.0,1.0,1.0,1,1,este,,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4069,Alquiler de Piso en plaza Doctor Laguna,Madrid,Niño Jesús Madrid,retiro,Piso,1300,75,2.0,1.0,1.0,1.0,1.0,1,1,,1974.0,0,1,central,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4070,Alquiler de Piso en avenida del Mediterráneo,Madrid,Niño Jesús Madrid,retiro,Piso,2350,175,4.0,3.0,5.0,1.0,1.0,1,1,este,,1,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4071,"Alquiler de Estudio en paseo de la Reina Cristina, 5",Madrid,Jerónimos Madrid,retiro,Estudio,1000,35,,1.0,3.0,1.0,1.0,1,1,,1945.0,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4072,Alquiler de Ático en calle del Doctor Velasco,Madrid,Jerónimos Madrid,retiro,Ático,2000,120,3.0,1.0,8.0,1.0,1.0,1,0,,,0,1,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4073,Alquiler de Piso en calle de Fernán González,Madrid,Ibiza Madrid,retiro,Piso,1600,80,1.0,2.0,0.0,1.0,0.0,1,1,sur,,0,1,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4074,Alquiler de Piso en calle del Alcalde Sainz de Baranda,Madrid,Niño Jesús Madrid,retiro,Piso,1600,100,3.0,1.0,3.0,1.0,1.0,0,0,norte,,0,0,central,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4075,Alquiler de Estudio en avenida de la Ciudad de Barcelona,Madrid,Adelfas Madrid,retiro,Estudio,650,26,,1.0,2.0,1.0,0.0,1,1,sur,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4076,Alquiler de Piso en calle de Catalina Suárez,Madrid,Adelfas Madrid,retiro,Piso,715,50,1.0,1.0,3.0,0.0,0.0,0,0,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4077,"Alquiler de Piso en calle de Valderribas, 52",Madrid,Adelfas Madrid,retiro,Piso,1240,73,1.0,1.0,2.0,1.0,1.0,1,0,"norte, este",,1,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4078,Alquiler de Piso en calle de Alfonso XII,Madrid,Jerónimos Madrid,retiro,Piso,1900,83,3.0,2.0,1.0,1.0,0.0,1,1,este,,0,0,central,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4079,"Alquiler de Piso en calle de Granada, 1",Madrid,Pacífico Madrid,retiro,Piso,950,50,2.0,1.0,3.0,1.0,1.0,1,1,,,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4080,"Alquiler de Piso en calle de Ibiza, 35",Madrid,Ibiza Madrid,retiro,Piso,1095,56,1.0,1.0,9.0,1.0,0.0,1,1,"este, oeste",1941.0,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4081,Alquiler de Piso en avenida de la Ciudad de Barcelona,Madrid,Adelfas Madrid,retiro,Piso,2551,140,3.0,3.0,7.0,1.0,,1,1,,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4082,Alquiler de Piso en avenida de la Ciudad de Barcelona,Madrid,Adelfas Madrid,retiro,Piso,2177,110,3.0,2.0,5.0,1.0,,1,1,,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4083,Alquiler de Piso en avenida de la Ciudad de Barcelona,Madrid,Pacífico Madrid,retiro,Piso,2200,45,1.0,1.0,1.0,0.0,,1,1,,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4084,Alquiler de Piso en calle del Doctor Castelo,Madrid,Ibiza Madrid,retiro,Piso,3000,125,5.0,2.0,5.0,1.0,1.0,1,1,sur,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4085,Alquiler de Piso en calle de O'Donnell,Madrid,Ibiza Madrid,retiro,Piso,1350,65,1.0,1.0,8.0,1.0,1.0,0,0,,,0,1,central,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4086,Alquiler de Piso en calle de Granada,Madrid,Pacífico Madrid,retiro,Piso,2600,68,2.0,1.0,6.0,1.0,,1,1,,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4087,Alquiler de Piso en calle de Alfonso XI,Madrid,Jerónimos Madrid,retiro,Piso,7900,260,3.0,3.0,4.0,1.0,1.0,1,0,"sur, este",,1,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4088,Alquiler de Piso en Antonio Casero,Madrid,Estrella Madrid,retiro,Piso,1500,76,2.0,1.0,4.0,1.0,0.0,1,0,este,1969.0,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4089,Alquiler de Piso en avenida de la Ciudad de Barcelona,Madrid,Adelfas Madrid,retiro,Piso,1619,65,1.0,1.0,6.0,1.0,,1,1,,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4090,Alquiler de Piso en calle de Valderribas,Madrid,Adelfas Madrid,retiro,Piso,2600,75,2.0,2.0,4.0,1.0,,1,1,,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4091,Alquiler de Piso en paseo de las Infanta Isabel,Madrid,Jerónimos Madrid,retiro,Piso,1800,100,2.0,2.0,3.0,1.0,1.0,1,1,,,1,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4092,Alquiler de Piso en calle de Juan de Urbieta,Madrid,Pacífico Madrid,retiro,Piso,2578,65,1.0,1.0,2.0,1.0,,0,0,,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4093,Alquiler de Piso en calle del Doctor Castelo,Madrid,Ibiza Madrid,retiro,Piso,3000,120,5.0,2.0,5.0,1.0,1.0,1,1,sur,,0,0,central,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4094,Alquiler de Ático en calle Narvaez,Madrid,Ibiza Madrid,retiro,Ático,2250,80,2.0,1.0,8.0,1.0,1.0,1,1,,,0,1,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4095,Alquiler de Piso en Menendez Pelayo,Madrid,Ibiza Madrid,retiro,Piso,3300,80,2.0,2.0,1.0,1.0,1.0,1,1,este,1995.0,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4096,"Alquiler de Estudio en paseo de la Reina Cristina, 5",Madrid,Jerónimos Madrid,retiro,Estudio,850,30,,1.0,3.0,1.0,1.0,1,1,,1945.0,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4097,Alquiler de Piso en Alberto Bosch,Madrid,Jerónimos Madrid,retiro,Piso,2600,70,2.0,2.0,4.0,1.0,0.0,1,1,norte,1960.0,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4098,Alquiler de Piso en academia,Madrid,Jerónimos Madrid,retiro,Piso,1900,80,2.0,2.0,6.0,1.0,0.0,1,1,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4099,Alquiler de Piso en calle de Fernán González,Madrid,Ibiza Madrid,retiro,Piso,2300,120,3.0,3.0,4.0,1.0,1.0,1,0,,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4100,Alquiler de Piso en Adelfas,Madrid,Retiro Madrid,retiro,Piso,1300,85,3.0,2.0,8.0,1.0,1.0,1,1,"norte, sur, este",,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4101,Alquiler de Piso en calle de Seco,Madrid,Adelfas Madrid,retiro,Piso,1400,95,3.0,1.0,5.0,1.0,1.0,1,1,oeste,,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4102,Alquiler de Piso en calle de Fernán González,Madrid,Ibiza Madrid,retiro,Piso,5800,125,3.0,3.0,1.0,1.0,1.0,1,1,este,,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4103,"Alquiler de Estudio en calle de Seco, 5",Madrid,Adelfas Madrid,retiro,Estudio,1100,140,,1.0,,1.0,0.0,1,1,norte,,0,0,0,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4104,"Alquiler de Piso en calle de Narciso Serra, 5",Madrid,Pacífico Madrid,retiro,Piso,900,60,2.0,1.0,1.0,1.0,0.0,1,1,,,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4105,"Alquiler de Piso en calle de José Sánchez Pescador, 3",Madrid,Pacífico Madrid,retiro,Piso,1700,87,3.0,2.0,5.0,1.0,1.0,1,1,"este, oeste",,0,1,0,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4106,Alquiler de Piso en calle de Ibiza,Madrid,Ibiza Madrid,retiro,Piso,2200,80,2.0,1.0,-1.0,1.0,1.0,1,1,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4107,"Alquiler de Piso en calle del Pez Austral, 15",Madrid,Estrella Madrid,retiro,Piso,1875,152,3.0,2.0,9.0,1.0,1.0,1,0,sur,,1,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4108,"Alquiler de Piso en calle de Narciso Serra, 33",Madrid,Pacífico Madrid,retiro,Piso,1950,130,3.0,2.0,2.0,1.0,1.0,1,0,,,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4109,"Alquiler de Piso en calle Francisco Abril, 5",Madrid,Adelfas Madrid,retiro,Piso,800,55,1.0,1.0,5.0,1.0,1.0,1,1,"este, oeste",,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4110,Alquiler de Piso en calle Menorca,Madrid,Ibiza Madrid,retiro,Piso,2250,75,2.0,1.0,0.0,1.0,1.0,1,1,,,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4111,Alquiler de Piso en avenida de la Ciudad de Barcelona,Madrid,Adelfas Madrid,retiro,Piso,1580,75,2.0,1.0,4.0,1.0,1.0,1,1,,,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4112,Alquiler de Piso en calle De Játiva,Madrid,Adelfas Madrid,retiro,Piso,1575,70,2.0,2.0,0.0,1.0,1.0,1,1,,2001.0,1,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4113,"Alquiler de Piso en calle de Cavanilles, 35",Madrid,Pacífico Madrid,retiro,Piso,1300,98,3.0,2.0,5.0,1.0,1.0,1,0,,1966.0,1,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4114,"Alquiler de Piso en calle de Narciso Serra, 9",Madrid,Pacífico Madrid,retiro,Piso,850,44,2.0,1.0,4.0,1.0,0.0,1,1,norte,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4115,Alquiler de Dúplex en avenida de la Ciudad de Barcelona,Madrid,Adelfas Madrid,retiro,Dúplex,2120,115,3.0,2.0,6.0,1.0,1.0,1,1,,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4116,Alquiler de Piso en sainz de baranda,Madrid,Niño Jesús Madrid,retiro,Piso,1600,96,3.0,1.0,3.0,1.0,1.0,1,0,este,1960.0,0,0,central,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4117,Alquiler de Piso en calle de Cavanilles,Madrid,Pacífico Madrid,retiro,Piso,1430,130,4.0,2.0,6.0,1.0,0.0,0,0,,,0,0,central,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4118,Alquiler de Piso en avenida de la Ciudad de Barcelona,Madrid,Adelfas Madrid,retiro,Piso,1970,112,3.0,2.0,5.0,1.0,1.0,1,1,,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4119,"Alquiler de Piso en avenida de Menéndez Pelayo, 55",Madrid,Ibiza Madrid,retiro,Piso,1050,54,2.0,1.0,6.0,1.0,0.0,1,1,"este, oeste",,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4120,"Alquiler de Piso en calle del Doctor Esquerdo, 160",Madrid,Pacífico Madrid,retiro,Piso,650,25,1.0,1.0,4.0,1.0,1.0,1,1,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4121,"Alquiler de Piso en calle del Doctor Esquerdo, 169",Madrid,Estrella Madrid,retiro,Piso,1650,100,3.0,2.0,5.0,1.0,1.0,1,1,"sur, este",,1,1,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4122,Alquiler de Piso en calle de Abtao,Madrid,Pacífico Madrid,retiro,Piso,2530,60,1.0,1.0,2.0,1.0,,1,1,,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4123,Alquiler de Estudio en calle de Narváez,Madrid,Ibiza Madrid,retiro,Estudio,1800,50,,1.0,4.0,1.0,1.0,1,1,,1993.0,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4124,Alquiler de Ático en calle de Narváez s/n,Madrid,Ibiza Madrid,retiro,Ático,1390,60,1.0,1.0,7.0,1.0,0.0,1,1,,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4125,Alquiler de Piso en Ibiza,Madrid,Retiro Madrid,retiro,Piso,3200,180,3.0,2.0,1.0,1.0,1.0,1,0,este,,1,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4126,Alquiler de Piso en Ibiza,Madrid,Retiro Madrid,retiro,Piso,1200,72,1.0,1.0,3.0,1.0,0.0,1,0,este,1975.0,0,1,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4127,Alquiler de Piso en calle del Alcalde Sainz de Baranda,Madrid,Niño Jesús Madrid,retiro,Piso,1600,86,3.0,1.0,3.0,1.0,1.0,0,0,norte,1950.0,0,0,central,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4128,Alquiler de Piso en calle de Valderribas,Madrid,Adelfas Madrid,retiro,Piso,1995,46,1.0,2.0,2.0,1.0,,1,1,,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4129,Alquiler de Piso en Jerónimos,Madrid,Retiro Madrid,retiro,Piso,3600,230,4.0,3.0,,,,0,0,,,0,0,0,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4130,Alquiler de Piso en calle del Doctor Esquerdo,Madrid,Pacífico Madrid,retiro,Piso,2200,130,2.0,2.0,3.0,1.0,1.0,1,1,"este, oeste",,0,1,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4131,Alquiler de Piso en avenida de la Ciudad de Barcelona,Madrid,Adelfas Madrid,retiro,Piso,1600,58,2.0,1.0,1.0,1.0,1.0,1,1,,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4132,Alquiler de Estudio en calle de Valderribas,Madrid,Adelfas Madrid,retiro,Estudio,1650,30,,1.0,2.0,1.0,,1,1,,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4133,Alquiler de Piso en avenida de la Ciudad de Barcelona,Madrid,Adelfas Madrid,retiro,Piso,1000,45,1.0,1.0,,1.0,1.0,1,1,,,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4134,"Alquiler de Piso en calle Doctor Esquerdo, 124",Madrid,Niño Jesús Madrid,retiro,Piso,1500,90,3.0,2.0,5.0,1.0,0.0,1,0,este,,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
